"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2009-01-26",12.694285,12.995714,12.614285,12.805715,173059600,11.142265
"2009-01-27",12.884286,13.078571,12.82,12.961429,154509600,11.277751
"2009-01-28",13.16,13.571428,13.071428,13.457143,215351500,11.709072
"2009-01-29",13.298572,13.477143,13.228572,13.285714,148182300,11.559913
"2009-01-30",13.228572,13.374286,12.858571,12.875714,162869700,11.203172
"2009-02-02",12.728572,13.142858,12.7,13.072857,139561800,11.374706
"2009-02-03",13.131429,13.34,12.897142,13.282857,149827300,11.557426
"2009-02-04",13.317142,13.75,13.3,13.364285,202105400,11.628279
"2009-02-05",13.252857,13.892858,13.231428,13.78,187311600,11.989989
"2009-02-06",13.86,14.285714,13.857142,14.245714,171802400,12.395209
"2009-02-09",14.285714,14.714286,14.214286,14.644286,178752700,12.742009
"2009-02-10",14.475715,14.644286,13.865714,13.975715,212265200,12.160281
"2009-02-11",13.767143,14.044286,13.681429,13.831429,168743400,12.034739
"2009-02-12",13.69,14.25,13.69,14.181429,204297100,12.339273
"2009-02-13",14.141429,14.277143,14.017143,14.165714,152244400,12.325603
"2009-02-17",13.838572,13.862857,13.468572,13.504286,169559600,11.750091
"2009-02-18",13.578571,13.692857,13.245714,13.481428,171194800,11.730202
"2009-02-19",13.338572,13.464286,12.872857,12.948571,230701100,11.266564
"2009-02-20",12.771428,13.2,12.714286,13.028571,187579000,11.336176
"2009-02-23",13.092857,13.142858,12.358571,12.421429,196745500,10.807899
"2009-02-24",12.492857,12.984285,12.428572,12.892858,201776400,11.218087
"2009-02-25",12.837143,13.274285,12.75,13.022857,208263300,11.331197
"2009-02-26",13.142858,13.274285,12.708571,12.741428,157467100,11.08633
"2009-02-27",12.561429,13.042857,12.524285,12.758572,176664600,11.101242
"2009-03-02",12.588572,13.028571,12.524285,12.562857,192732400,10.930953
"2009-03-03",12.704286,12.962857,12.554286,12.624286,181085100,10.984401
"2009-03-04",12.882857,13.252857,12.778571,13.024285,185350900,11.332444
"2009-03-05",12.922857,13.124286,12.635715,12.691428,176724800,11.042822
"2009-03-06",12.62,12.628572,11.761429,12.185715,252786800,10.602801
"2009-03-09",12.025714,12.514286,11.795714,11.872857,174574400,10.330584
"2009-03-10",12.124286,12.738571,12.051429,12.661428,211064700,11.016721
"2009-03-11",12.83,13.438571,12.797143,13.24,211593200,11.520137
"2009-03-12",13.271428,13.797143,13.142858,13.764286,192114300,11.976319
"2009-03-13",13.757143,13.885715,13.572857,13.704286,150292100,11.924113
"2009-03-16",13.79,13.912857,13.454286,13.631429,199311000,11.86072
"2009-03-17",13.605714,14.241428,13.581429,14.237143,196661500,12.38775
"2009-03-18",14.272857,14.782857,14.245714,14.502857,199009300,12.618948
"2009-03-19",14.55,14.742857,14.321428,14.517143,125045200,12.631378
"2009-03-20",14.584286,14.73,14.367143,14.512857,173896800,12.62765
"2009-03-23",14.672857,15.451428,14.535714,15.38,166599300,13.382151
"2009-03-24",15.194285,15.634286,15.055715,15.214286,160153000,13.237966
"2009-03-25",15.368571,15.48,14.837143,15.212857,161654500,13.236723
"2009-03-26",15.404285,15.711429,15.368571,15.695714,154063000,13.656854
"2009-03-27",15.461429,15.504286,15.2,15.264286,123218200,13.281468
"2009-03-30",14.93,15.001429,14.658571,14.927143,125699000,12.988124
"2009-03-31",15.064285,15.35,15,15.017143,142520000,13.066432
"2009-04-01",14.87,15.571428,14.841429,15.527143,147343000,13.510181
"2009-04-02",15.734285,16.392857,15.682858,16.101429,203091700,14.009869
"2009-04-03",16.312857,16.59,16.217142,16.57,159060300,14.417572
"2009-04-06",16.42,16.964285,16.182858,16.921429,164516100,14.72335
"2009-04-07",16.647142,16.667143,16.312857,16.428572,134145200,14.294516
"2009-04-08",16.49,16.684286,16.368572,16.617144,113907500,14.458591
"2009-04-09",16.917143,17.142857,16.851429,17.081429,132689200,14.862565
"2009-04-13",17.144285,17.282858,17,17.174286,97309100,14.943364
"2009-04-14",17.081429,17.167143,16.75,16.901428,113655500,14.705947
"2009-04-15",16.742857,16.892857,16.537144,16.805714,103220600,14.622668
"2009-04-16",17.027143,17.592857,16.969999,17.35,148361500,15.096249
"2009-04-17",17.311428,17.75,17.178572,17.631428,124373900,15.341124
"2009-04-20",17.389999,17.57,17.022858,17.214285,116616500,14.978167
"2009-04-21",16.984285,17.448572,16.942858,17.394285,117671400,15.134782
"2009-04-22",17.518572,17.907143,17.314285,17.358572,234691800,15.103704
"2009-04-23",18.088572,18.171429,17.644285,17.914286,236289200,15.587236
"2009-04-24",17.805714,17.877142,17.567142,17.700001,135191000,15.400788
"2009-04-27",17.557142,17.857143,17.522858,17.818571,120172500,15.503956
"2009-04-28",17.621429,18.030001,17.608572,17.700001,113964200,15.400788
"2009-04-29",17.835714,18.121429,17.690001,17.877142,114527700,15.554915
"2009-04-30",18.031429,18.142857,17.845715,17.975714,124622400,15.640681
"2009-05-01",17.971428,18.278572,17.971428,18.177143,99379000,15.815953
"2009-05-04",18.32,18.892857,18.24,18.867144,152339600,16.416321
"2009-05-05",18.821428,18.98,18.731428,18.95857,99563800,16.495874
"2009-05-06",19.047142,19.071428,18.602858,18.928572,118384700,16.469772
"2009-05-07",18.904285,18.912857,18.271429,18.437143,132944000,16.042175
"2009-05-08",18.434286,18.747143,18.037144,18.455715,116991000,16.058332
"2009-05-11",18.195715,18.70857,18.16,18.51,101164700,16.10557
"2009-05-12",18.508572,18.530001,17.607143,17.774286,152370400,15.465425
"2009-05-13",17.601429,17.717142,17.054285,17.07,148992900,14.852626
"2009-05-14",17.111429,17.647142,17.1,17.564285,111956600,15.282701
"2009-05-15",17.474285,17.802856,17.372858,17.488571,91891800,15.216824
"2009-05-18",17.675714,18.1,17.367144,18.092857,114710400,15.742614
"2009-05-19",18.117144,18.472857,17.962856,18.207144,93105600,15.842053
"2009-05-20",18.232857,18.45857,17.9,17.981428,97146000,15.64566
"2009-05-21",17.878571,18.111429,17.555714,17.74,101986500,15.435586
"2009-05-22",17.721428,17.74,17.392857,17.5,74499600,15.226769
"2009-05-26",17.822857,18.690001,17.792856,18.682858,159231800,16.255972
"2009-05-27",18.825714,19.282858,18.701429,19.007143,161605500,16.538132
"2009-05-28",19.064285,19.341429,18.861429,19.295713,121888200,16.789219
"2009-05-29",19.341429,19.414286,19.121429,19.401428,114133600,16.881203
"2009-06-01",19.495714,19.998571,19.428572,19.907143,113124900,17.321232
"2009-06-02",19.855715,20.191429,19.764286,19.927143,114055900,17.338623
"2009-06-03",20,20.158571,19.867144,20.135714,141299900,17.520102
"2009-06-04",20.018572,20.597143,20.005714,20.534286,137658500,17.866899
"2009-06-05",20.758572,20.914286,20.45857,20.667143,158179000,17.982502
"2009-06-08",20.545713,20.604286,19.918571,20.549999,232913100,17.880575
"2009-06-09",20.544285,20.651428,20.078571,20.388571,169241100,17.740116
"2009-06-10",20.325714,20.335714,19.757143,20.035715,172155900,17.433088
"2009-06-11",19.935715,20.222857,19.792856,19.992857,131205900,17.395803
"2009-06-12",19.83,19.871429,19.434286,19.567142,140771400,17.025387
"2009-06-15",19.43,19.561428,19.27,19.441429,134937600,16.916012
"2009-06-16",19.522858,19.781429,19.442858,19.478571,128701300,16.948322
"2009-06-17",19.524286,19.635714,19.218571,19.368572,142853200,16.852612
"2009-06-18",19.444286,19.714285,19.370001,19.411428,106920100,16.8899
"2009-06-19",19.724285,19.928572,19.557142,19.925714,180464200,17.337379
"2009-06-22",20.095715,20.222857,19.475714,19.624287,158728500,17.075111
"2009-06-23",19.485714,19.564285,18.982857,19.144285,176633100,16.657459
"2009-06-24",19.345715,19.642857,19.265715,19.459999,121381400,16.932167
"2009-06-25",19.392857,20.028572,19.315714,19.98,147361900,17.384619
"2009-06-26",19.969999,20.508572,19.962856,20.348572,109846100,17.705309
"2009-06-29",20.494286,20.564285,20.219999,20.281429,141904000,17.646889
"2009-06-30",20.368572,20.542856,20.257143,20.347143,108556000,17.704067
"2009-07-01",20.5,20.665714,20.360001,20.404285,103544700,17.753786
"2009-07-02",20.178572,20.404285,19.969999,20.002857,92619800,17.404507
"2009-07-06",19.814285,19.855715,19.464285,19.801428,124672100,17.22924
"2009-07-07",19.782858,19.954287,19.311428,19.342857,115399200,16.83024
"2009-07-08",19.417143,19.719999,19.202858,19.602858,143982300,17.056465
"2009-07-09",19.68,19.712856,19.418571,19.48,85756300,16.949566
"2009-07-10",19.477142,19.852858,19.474285,19.788572,111318900,17.218056
"2009-07-13",19.934286,20.334286,19.647142,20.334286,120875300,17.692877
"2009-07-14",20.290001,20.454287,20.165714,20.324286,86811900,17.684185
"2009-07-15",20.719999,21,20.617144,20.982857,121396800,18.257206
"2009-07-16",20.822857,21.145714,20.795713,21.074286,98392700,18.336761
"2009-07-17",21.297142,21.717142,21.232857,21.678572,150538500,18.862543
"2009-07-20",21.895714,22.148571,21.555714,21.844286,183881600,19.006737
"2009-07-21",21.898571,21.918571,21.392857,21.644285,218695400,18.832714
"2009-07-22",22.54143,22.675714,22.301428,22.391428,218526000,19.482805
"2009-07-23",22.375713,22.634285,22.222857,22.545713,131740700,19.617048
"2009-07-24",22.421429,22.857143,22.357143,22.855715,109590600,19.886784
"2009-07-27",22.881428,22.982857,22.465714,22.871429,108327800,19.900452
"2009-07-28",22.697144,22.871429,22.514286,22.857143,90888700,19.888027
"2009-07-29",22.700001,22.921429,22.607143,22.861429,95539500,19.891754
"2009-07-30",23.1,23.531429,23.071428,23.255714,117401200,20.234823
"2009-07-31",23.284286,23.571428,23.272858,23.341429,105634200,20.309401
"2009-08-03",23.601429,23.805714,23.552856,23.775715,98560000,20.687271
"2009-08-04",23.561428,23.652857,23.45857,23.65,98952700,20.577888
"2009-08-05",23.678572,23.912857,23.45857,23.587143,105795900,20.523195
"2009-08-06",23.654285,23.787144,23.298571,23.415714,85404200,20.374035
"2009-08-07",23.641428,23.799999,23.542856,23.644285,96838700,20.572912
"2009-08-10",23.665714,23.799999,23.379999,23.531429,75073600,20.47472
"2009-08-11",23.384285,23.482857,23.125713,23.261429,88835600,20.239786
"2009-08-12",23.221428,23.815714,23.20857,23.615715,111267800,20.548056
"2009-08-13",23.807142,24.095715,23.785715,24.059999,109995200,20.934626
"2009-08-14",23.991428,24.032858,23.647142,23.825714,76454000,20.730776
"2009-08-17",23.364286,23.370001,22.774286,22.798571,131095300,19.837057
"2009-08-18",23.09,23.462856,23.058571,23.428572,107788100,20.38522
"2009-08-19",23.25,23.614286,23.207144,23.514286,103317900,20.459799
"2009-08-20",23.568571,23.817142,23.515715,23.761429,85507800,20.674845
"2009-08-21",23.950001,24.195715,23.828571,24.174286,104018600,21.034067
"2009-08-24",24.302856,24.387142,24.038572,24.151428,101732400,21.014181
"2009-08-25",24.20857,24.42,24.161428,24.200001,81088700,21.056442
"2009-08-26",24.131428,24.221428,23.822857,23.915714,75999700,20.809088
"2009-08-27",24.107143,24.224285,23.547142,24.207144,112295400,21.062658
"2009-08-28",24.610001,24.641428,24.075714,24.292856,113425200,21.137236
"2009-08-31",24.022858,24.121429,23.785715,24.030001,77834400,20.908531
"2009-09-01",23.998571,24.285715,23.562857,23.614286,117257000,20.546808
"2009-09-02",23.517143,23.944286,23.444286,23.597143,91062300,20.5319
"2009-09-03",23.777143,23.871429,23.571428,23.792856,73488800,20.702185
"2009-09-04",23.897142,24.385714,23.870001,24.33,93657200,21.169554
"2009-09-08",24.711428,24.734285,24.571428,24.704287,78761900,21.495226
"2009-09-09",24.682858,24.924286,24.242857,24.448572,202771800,21.272728
"2009-09-10",24.58,24.75,24.401428,24.651428,122783500,21.449228
"2009-09-11",24.701429,24.74,24.41,24.594286,87240300,21.399515
"2009-09-14",24.404285,24.842857,24.321428,24.817142,80502800,21.593416
"2009-09-15",24.862858,25.092857,24.798571,25.022858,106617700,21.772411
"2009-09-16",25.427143,26.107143,25.411428,25.981428,188505800,22.606472
"2009-09-17",25.997143,26.684286,25.995714,26.364286,202643000,22.939594
"2009-09-18",26.547142,26.65,26.394285,26.431429,150395700,22.998013
"2009-09-21",26.327143,26.451429,25.945715,26.288572,109428900,22.873714
"2009-09-22",26.455715,26.482857,26.121429,26.354286,89188400,22.930889
"2009-09-23",26.485714,26.985714,26.432858,26.5,148390900,23.057673
"2009-09-24",26.742857,26.814285,26.110001,26.26,137720100,22.84885
"2009-09-25",26.001429,26.5,25.92,26.052856,111309800,22.668615
"2009-09-28",26.267143,26.668571,26.190001,26.592857,84361200,23.138468
"2009-09-29",26.675714,26.771429,26.33,26.482857,86346400,23.042759
"2009-09-30",26.59,26.635714,26.087143,26.478571,134896300,23.039032
"2009-10-01",26.478571,26.602858,25.814285,25.837143,131177900,22.480919
"2009-10-02",25.915714,26.562857,25.907143,26.414286,138327000,22.983089
"2009-10-05",26.6,26.694286,26.324286,26.574286,105783300,23.122313
"2009-10-06",26.82,27.144285,26.757143,27.144285,151271400,23.618269
"2009-10-07",27.108572,27.221428,27.004286,27.178572,116417000,23.648098
"2009-10-08",27.237143,27.35,26.984285,27.038572,109552800,23.526287
"2009-10-09",26.995714,27.242857,26.945715,27.209999,73318000,23.675447
"2009-10-12",27.288572,27.358572,27.091429,27.258572,72006200,23.717709
"2009-10-13",27.232857,27.309999,27.1,27.145714,87005100,23.619509
"2009-10-14",27.464285,27.474285,27.175714,27.327143,93877700,23.777372
"2009-10-15",27.09,27.274286,27.075714,27.222857,93389100,23.686636
"2009-10-16",27.049999,27.194286,26.834286,26.864286,107856700,23.374643
"2009-10-19",26.835714,27.142857,26.507143,27.122858,235557700,23.599623
"2009-10-20",28.657143,28.821428,28.264286,28.394285,285259800,24.705893
"2009-10-21",28.502857,29.815714,28.461428,29.274286,298431700,25.471581
"2009-10-22",29.242857,29.692858,28.93,29.314285,197848000,25.506388
"2009-10-23",29.385714,29.4,29.032858,29.134285,105196700,25.34977
"2009-10-26",29.095715,29.535715,28.585714,28.925714,121084600,25.168295
"2009-10-27",28.808571,28.972857,28.064285,28.195715,189137900,24.533119
"2009-10-28",28.244286,28.288572,27.299999,27.485714,204596700,23.915344
"2009-10-29",27.857143,28.115715,27.448572,28.049999,142567600,24.40633
"2009-10-30",28.008572,28.114286,26.881428,26.928572,179381300,23.430578
"2009-11-02",27.114286,27.554285,26.51,27.044285,169745800,23.531263
"2009-11-03",26.835714,27.074286,26.559999,26.964285,130635400,23.461653
"2009-11-04",27.247143,27.692858,27.175714,27.258572,121882600,23.717709
"2009-11-05",27.485714,27.857143,27.402857,27.718571,96200300,24.117956
"2009-11-06",27.501429,27.884285,27.485714,27.762857,73774400,24.156483
"2009-11-09",28.134285,28.842857,28.037144,28.780001,132213900,25.041506
"2009-11-10",28.717142,29.282858,28.715714,28.997143,100298800,25.230438
"2009-11-11",29.222857,29.285715,28.832857,29.035715,110967500,25.264002
"2009-11-12",29.02,29.267143,28.775715,28.855715,90932800,25.107386
"2009-11-13",28.981428,29.261429,28.867144,29.207144,85810200,25.413157
"2009-11-16",29.354286,29.714285,29.287144,29.518572,121301600,25.684139
"2009-11-17",29.440001,29.634285,29.285715,29.571428,99128400,25.730127
"2009-11-18",29.505714,29.571428,29.142857,29.422857,93580200,25.600855
"2009-11-19",29.23,29.23,28.542856,28.644285,135581600,24.923416
"2009-11-20",28.450001,28.627142,28.251429,28.559999,101666600,24.850084
"2009-11-23",29,29.428572,28.992857,29.411428,118724200,25.590912
"2009-11-24",29.332857,29.411428,28.985714,29.205715,79609600,25.411919
"2009-11-25",29.342857,29.378571,29.108572,29.17,71613500,25.380844
"2009-11-27",28.459999,28.994286,28.338572,28.655714,73814300,24.933365
"2009-11-30",28.73,28.811428,28.395714,28.558571,106214500,24.848841
"2009-12-01",28.891428,28.967142,28.118572,28.138571,116440800,24.483395
"2009-12-02",28.422857,28.774286,27.964285,28.032858,178815000,24.391418
"2009-12-03",28.202858,28.425714,28.038572,28.068571,112179900,24.422493
"2009-12-04",28.528572,28.554285,27.182858,27.617144,206721200,24.029699
"2009-12-07",27.617144,27.681429,26.954287,26.992857,178689700,23.486513
"2009-12-08",27.051428,27.478571,26.957144,27.124287,172599700,23.600866
"2009-12-09",27.325714,28.308571,27.187143,28.257143,171195500,24.586569
"2009-12-10",28.5,28.528572,28.017143,28.061428,122417400,24.416273
"2009-12-11",28.254286,28.285715,27.632856,27.809999,107443700,24.19751
"2009-12-14",27.91,28.204287,27.508572,28.139999,123947600,24.484638
"2009-12-15",27.975714,28.215714,27.610001,27.738571,104864900,24.135363
"2009-12-16",27.871429,28.071428,27.792856,27.861429,88246200,24.242254
"2009-12-17",27.751429,27.857143,27.285715,27.408571,97209700,23.848227
"2009-12-18",27.595715,27.928572,27.514286,27.918571,152192600,24.291979
"2009-12-21",28.007143,28.535715,27.952858,28.318571,152976600,24.640015
"2009-12-22",28.491428,28.692858,28.379999,28.622858,87378900,24.904774
"2009-12-23",28.742857,28.911428,28.687143,28.871429,86381400,25.121056
"2009-12-24",29.078571,29.907143,29.049999,29.862858,125222300,25.983706
"2009-12-28",30.245714,30.564285,29.944286,30.23,161141400,26.303152
"2009-12-29",30.375713,30.388571,29.818571,29.871429,111301400,25.991158
"2009-12-30",29.832857,30.285715,29.758572,30.234285,103021100,26.306877
"2009-12-31",30.447144,30.478571,30.08,30.104286,88102700,26.193771
"2010-01-04",30.49,30.642857,30.34,30.572857,123432400,26.601469
"2010-01-05",30.657143,30.798571,30.464285,30.625713,150476200,26.647457
"2010-01-06",30.625713,30.747143,30.107143,30.138571,138040000,26.223597
"2010-01-07",30.25,30.285715,29.864286,30.082857,119282800,26.175119
"2010-01-08",30.042856,30.285715,29.865715,30.282858,111902700,26.34914
"2010-01-11",30.4,30.428572,29.778572,30.015715,115557400,26.116703
"2010-01-12",29.884285,29.967142,29.488571,29.674286,148614900,25.819624
"2010-01-13",29.695715,30.132856,29.157143,30.092857,151473000,26.183823
"2010-01-14",30.015715,30.065714,29.860001,29.918571,108223500,26.032179
"2010-01-15",30.132856,30.228571,29.41,29.418571,148516900,25.597126
"2010-01-19",29.761429,30.741428,29.605715,30.719999,182501900,26.729498
"2010-01-20",30.701429,30.792856,29.928572,30.247143,153038200,26.318066
"2010-01-21",30.297142,30.472857,29.601429,29.724285,152038600,25.863125
"2010-01-22",29.540001,29.642857,28.165714,28.25,220441900,24.580349
"2010-01-25",28.93,29.242857,28.598572,29.01,266424900,25.241627
"2010-01-26",29.421429,30.530001,28.940001,29.42,466777500,25.59837
"2010-01-27",29.549999,30.082857,28.504286,29.697144,430642100,25.839514
"2010-01-28",29.275715,29.357143,28.385714,28.469999,293375600,24.771774
"2010-01-29",28.725714,28.885714,27.178572,27.437143,311488100,23.873083
"2010-02-01",27.481428,28,27.328571,27.818571,187469100,24.204962
"2010-02-02",27.987143,28.045713,27.625713,27.98,174585600,24.345423
"2010-02-03",27.881428,28.6,27.774286,28.461428,153832000,24.764317
"2010-02-04",28.104286,28.338572,27.367144,27.435715,189413000,23.871843
"2010-02-05",27.518572,28,27.264286,27.922857,212576700,24.295704
"2010-02-08",27.955715,28.268572,27.714285,27.731428,119567700,24.129141
"2010-02-09",28.059999,28.214285,27.821428,28.027143,158221700,24.386444
"2010-02-10",27.984285,28.085714,27.751429,27.874287,92590400,24.253443
"2010-02-11",27.84,28.535715,27.722857,28.381428,137586400,24.694708
"2010-02-12",28.301428,28.805714,27.928572,28.625713,163867200,24.907267
"2010-02-16",28.848572,29.098572,28.788572,29.057142,135934400,25.282644
"2010-02-17",29.17,29.187143,28.694286,28.935715,109099200,25.176991
"2010-02-18",28.804285,29.127142,28.702858,28.99,105706300,25.224226
"2010-02-19",28.837143,29.028572,28.73,28.809999,103867400,25.06761
"2010-02-22",28.905714,28.928572,28.455715,28.631428,97640900,24.912235
"2010-02-23",28.571428,28.761429,27.95857,28.151428,143773700,24.494585
"2010-02-24",28.318571,28.777143,28.262857,28.665714,115141600,24.942062
"2010-02-25",28.197144,28.98,28.127142,28.857143,166281500,25.108627
"2010-02-26",28.911428,29.309999,28.857143,29.231428,126865200,25.434294
"2010-03-01",29.392857,29.928572,29.35,29.855715,137523400,25.977488
"2010-03-02",29.99,30.118572,29.677143,29.835714,141636600,25.960085
"2010-03-03",29.848572,29.981428,29.705715,29.904285,93013200,26.019743
"2010-03-04",29.897142,30.131428,29.804285,30.101429,91510300,26.191282
"2010-03-05",30.705715,31.385714,30.661428,31.278572,224905100,27.215511
"2010-03-08",31.43,31.441429,31.178572,31.297142,107472400,27.231672
"2010-03-09",31.187143,32.142857,31.127142,31.860001,230064800,27.721418
"2010-03-10",31.975714,32.21143,31.885714,32.119999,149054500,27.947645
"2010-03-11",31.987143,32.214287,31.902857,32.214287,101425100,28.029676
"2010-03-12",32.48143,32.532856,32.25,32.371429,104080900,28.166416
"2010-03-15",32.197144,32.214287,31.464285,31.977142,123375700,27.823341
"2010-03-16",32.025715,32.139999,31.787144,32.064285,111727000,27.899164
"2010-03-17",32.128571,32.349998,31.895714,32.017143,112739200,27.858152
"2010-03-18",32.014286,32.142857,31.801428,32.092857,85527400,27.924025
"2010-03-19",32.112858,32.177143,31.604286,31.75,139861400,27.625702
"2010-03-22",31.495714,32.285713,31.450001,32.107143,114104900,27.936453
"2010-03-23",32.234287,32.682858,32.014286,32.622856,150607800,28.38518
"2010-03-24",32.52,32.885715,32.501427,32.767143,149445100,28.510721
"2010-03-25",32.988571,32.995716,32.32143,32.378571,135571100,28.172625
"2010-03-26",32.707142,33.135715,32.650002,32.985714,160218800,28.700901
"2010-03-29",33.285713,33.41,33.08857,33.19857,135186100,28.886105
"2010-03-30",33.799999,33.925713,33.464287,33.692856,131827500,29.316187
"2010-03-31",33.64143,33.80143,33.494286,33.57143,107664900,29.210531
"2010-04-01",33.915714,34.104286,33.25,33.709999,150786300,29.331104
"2010-04-05",33.568573,34.072857,33.53857,34.07,171126900,29.644335
"2010-04-06",34.028572,34.32,33.857143,34.220001,111754300,29.774851
"2010-04-07",34.221428,34.560001,34.094284,34.371429,157125500,29.90661
"2010-04-08",34.348572,34.505714,34.005714,34.278572,143247300,29.825817
"2010-04-09",34.490002,34.555714,34.351429,34.541428,83545700,30.054525
"2010-04-12",34.599998,34.724285,34.544285,34.612858,83256600,30.116676
"2010-04-13",34.55143,34.685715,34.444286,34.632858,76552700,30.134081
"2010-04-14",35.040001,35.115715,34.867142,35.098572,101019100,30.539297
"2010-04-15",35.111427,35.575714,35.072857,35.560001,94196200,30.940788
"2010-04-16",35.509998,35.877144,34.935715,35.342857,187636400,30.751852
"2010-04-19",35.290001,35.412857,34.53857,35.295715,141731100,30.710836
"2010-04-20",35.505714,35.607143,34.708572,34.941429,184581600,30.402567
"2010-04-21",36.971428,37.17857,36.532856,37.031429,245597800,32.221073
"2010-04-22",36.89143,38.107143,36.599998,38.067142,198356200,33.12225
"2010-04-23",38.284286,38.882858,38.142857,38.689999,199238900,33.664204
"2010-04-26",38.84,38.922855,38.312859,38.5,119767200,33.498894
"2010-04-27",38.181427,38.262856,37.217144,37.434284,177335900,32.571598
"2010-04-28",37.607143,37.714287,36.630001,37.371429,189600600,32.516914
"2010-04-29",37.574287,38.57143,37.43,38.377144,139710200,33.391987
"2010-04-30",38.472858,38.652859,37.285713,37.298573,135615900,32.453526
"2010-05-03",37.691429,38.26857,37.554287,38.049999,113585500,33.107342
"2010-05-04",37.555714,37.612858,36.67857,36.954285,180954900,32.153954
"2010-05-05",36.147144,36.877144,35.532856,36.57,220775800,31.819595
"2010-05-06",36.261429,36.892857,28.464285,35.17857,321465200,30.608904
"2010-05-07",34.815716,35.224285,32.172855,33.694286,419004600,29.31743
"2010-05-10",35.75,36.378571,35.504284,36.284286,246076600,31.57099
"2010-05-11",35.977142,37.127144,35.785713,36.645714,212226700,31.885468
"2010-05-12",37.034286,37.59,36.957142,37.441429,163594900,32.577824
"2010-05-13",37.602856,37.857143,36.628571,36.908573,149928100,32.114182
"2010-05-14",36.451427,36.639999,35.642857,36.259998,189840700,31.549864
"2010-05-17",36.385715,36.597141,35.387142,36.317142,190708700,31.599586
"2010-05-18",36.71143,36.935715,35.751427,36.05143,195669600,31.368372
"2010-05-19",35.642857,36.131428,34.978573,35.477142,256431700,30.868698
"2010-05-20",34.554287,34.835712,33.744286,33.965714,320728800,29.553608
"2010-05-21",33.259998,34.92857,33.049999,34.617142,305972800,30.120405
"2010-05-24",35.325714,35.842857,35.18,35.251427,188559700,30.672298
"2010-05-25",34.192856,35.251427,33.880001,35.031429,262001600,30.480888
"2010-05-26",35.725716,36.01857,34.82143,34.872856,212663500,30.342911
"2010-05-27",35.799999,36.27,35.587143,36.192856,166570600,31.49144
"2010-05-28",37.055714,37.057144,36.192856,36.697144,203903700,31.930222
"2010-06-01",37.098572,37.991428,36.994286,37.261429,219118200,32.421204
"2010-06-02",37.791428,37.828571,37.189999,37.707142,172137000,32.809021
"2010-06-03",37.882858,37.935715,37.201427,37.58857,162526700,32.705853
"2010-06-04",36.887142,37.414288,36.375713,36.565716,189576100,31.815859
"2010-06-07",36.898571,37.021427,35.792858,35.848572,221735500,31.191874
"2010-06-08",36.177143,36.257141,35.092857,35.618572,250192600,30.991751
"2010-06-09",35.924286,35.985714,34.64143,34.742859,213657500,30.229792
"2010-06-10",34.977142,35.854286,34.599998,35.787144,194089000,31.138432
"2010-06-11",35.46143,36.265713,35.33857,36.215714,136439800,31.511324
"2010-06-14",36.565716,37.021427,36.287144,36.325714,150740100,31.607044
"2010-06-15",36.52,37.121429,36.5,37.098572,146268500,32.279499
"2010-06-16",37.299999,38.25,37.232857,38.17857,195919500,33.219208
"2010-06-17",38.657143,38.985714,38.5,38.83857,218213800,33.79348
"2010-06-18",38.892857,39.285713,38.774284,39.152859,196155400,34.066933
"2010-06-21",39.669998,39.85857,38.389999,38.595715,194122600,33.582172
"2010-06-22",38.880001,39.424286,38.785713,39.121429,179315500,34.039593
"2010-06-23",39.225716,39.237144,38.271427,38.709999,192114300,33.681599
"2010-06-24",38.714287,39.028572,38.299999,38.42857,178569300,33.436733
"2010-06-25",38.580002,38.610001,37.972858,38.099998,137485600,33.150845
"2010-06-28",38.132858,38.535713,37.78857,38.328571,146237000,33.349731
"2010-06-29",37.73143,37.77,36.328571,36.595715,283336200,31.841967
"2010-06-30",36.672855,36.852856,35.715714,35.932858,184863000,31.265219
"2010-07-01",36.328571,36.400002,34.745716,35.497143,255724000,30.886101
"2010-07-02",35.784286,35.847141,34.742859,35.277142,173460700,30.694679
"2010-07-06",35.857143,36.114285,35.165714,35.51857,153808900,30.904749
"2010-07-07",35.784286,36.967144,35.67857,36.952858,163639000,32.152706
"2010-07-08",37.497143,37.557144,36.412857,36.869999,184536100,32.08062
"2010-07-09",36.69857,37.128571,36.451427,37.08857,108330600,32.270809
"2010-07-12",36.932858,37.407143,36.408573,36.755714,140719600,31.98118
"2010-07-13",36.617142,36.628571,35.204285,35.971428,297731000,31.298767
"2010-07-14",35.625713,36.542858,35.57143,36.104286,203011900,31.414385
"2010-07-15",35.46143,36.709999,35.328571,35.921429,206216500,31.25526
"2010-07-16",36.168571,36.424286,35.487144,35.700001,259964600,31.062613
"2010-07-19",35.697144,35.697144,34.228573,35.082859,256119500,30.525633
"2010-07-20",34.700001,36.128571,34.287144,35.984287,268737700,31.309961
"2010-07-21",37.869999,37.878571,36.285713,36.32,296417800,31.60206
"2010-07-22",36.811428,37.142857,36.472858,37.002857,161329700,32.196228
"2010-07-23",36.727142,37.197144,36.611427,37.134285,133347200,32.310577
"2010-07-26",37.142857,37.157143,36.815716,37.040001,105137900,32.228546
"2010-07-27",37.267143,37.828571,37.185715,37.725716,146192900,32.825172
"2010-07-28",37.667141,37.998573,37.17857,37.279999,129996300,32.437355
